voltage (v),current (a),0.56,0.56
0.55735215,0.000293133781
voltage (v),current (a),0.58,0.58
0.576761697,0.00031300117200000005
voltage (v),current (a),0.6,0.6
0.596955441,0.000334903176
voltage (v),current (a),0.62,0.62
0.617211513,0.000358271297
voltage (v),current (a),0.64,0.64
0.637458296,0.000383674031
voltage (v),current (a),0.66,0.66
0.6568678430000001,0.00040880747700000006
voltage (v),current (a),0.68,0.68
0.677071775,0.000438548722
voltage (v),current (a),0.7,0.7
0.697121385,0.000470504105
voltage (v),current (a),0.72,0.72
0.717165901,0.000505541326
voltage (v),current (a),0.74,0.74
0.736828357,0.000541685616
voltage (v),current (a),0.76,0.76
0.7570119120000001,0.000581929051
voltage (v),current (a),0.78,0.78
0.77782744,0.000626361395
voltage (v),current (a),0.8,0.8
0.796610708,0.000669058333
voltage (v),current (a),0.82,0.82
0.816778682,0.000721210235
voltage (v),current (a),0.84,0.84
0.837462361,0.0007802738350000001
voltage (v),current (a),0.86,0.86
0.8577472,0.000843346817
voltage (v),current (a),0.88,0.88
0.876735133,0.000907706393
voltage (v),current (a),0.9,0.9
0.897114363,0.000981072121
voltage (v),current (a),0.92,0.92
0.917302713,0.0010614093899999999
voltage (v),current (a),0.94,0.94
0.9374107560000001,0.00114991502
